state,pollster,start_date,end_date,sample_size,population,candidate_name,pct,party,methodology,outcome,predicted_prob,predicted_winner
Nebraska CD-2,Torchlight Strategies,2024-07-08,7/11/24,300,lv,Joe Biden,42,DEM,Live Phone/Text-to-Web,1,0.5195648465505934,DEM
Nebraska CD-2,Torchlight Strategies,2024-07-08,7/11/24,300,lv,Donald Trump,42,REP,Live Phone/Text-to-Web,0,0.5195648465505934,DEM
Virginia,SoCal Research,2024-07-06,7/11/24,1000,a,Joe Biden,47,DEM,Online Ad,1,0.47734338265485987,REP
Virginia,SoCal Research,2024-07-06,7/11/24,1000,a,Donald Trump,44,REP,Online Ad,0,0.5023765657290551,DEM
Virginia,SoCal Research,2024-07-06,7/11/24,1000,a,Kamala Harris,47,DEM,Online Ad,1,0.47734338265485987,REP
Virginia,SoCal Research,2024-07-06,7/11/24,1000,a,Donald Trump,47,REP,Online Ad,0,0.47734338265485987,REP
Arizona,Redfield & Wilton Strategies,2024-07-08,7/10/24,419,lv,Joe Biden,39,DEM,Online Panel,1,0.5444212909910983,DEM
Arizona,Redfield & Wilton Strategies,2024-07-08,7/10/24,419,lv,Donald Trump,43,REP,Online Panel,0,0.5111385743409307,DEM
Florida,Redfield & Wilton Strategies,2024-07-08,7/10/24,465,lv,Joe Biden,41,DEM,Online Panel,1,0.5277781382590936,DEM
Florida,Redfield & Wilton Strategies,2024-07-08,7/10/24,465,lv,Donald Trump,45,REP,Online Panel,0,0.4944087008350374,REP
Georgia,Redfield & Wilton Strategies,2024-07-08,7/10/24,433,lv,Joe Biden,40,DEM,Online Panel,1,0.5361161528659398,DEM
Georgia,Redfield & Wilton Strategies,2024-07-08,7/10/24,433,lv,Donald Trump,46,REP,Online Panel,0,0.4860853022495659,REP
Michigan,Redfield & Wilton Strategies,2024-07-08,7/10/24,465,lv,Joe Biden,43,DEM,Online Panel,1,0.511105792158859,DEM
Michigan,Redfield & Wilton Strategies,2024-07-08,7/10/24,465,lv,Donald Trump,42,REP,Online Panel,0,0.5194473791289416,DEM
North Carolina,Redfield & Wilton Strategies,2024-07-08,7/10/24,420,lv,Joe Biden,42,DEM,Online Panel,1,0.5194794159122572,DEM
North Carolina,Redfield & Wilton Strategies,2024-07-08,7/10/24,420,lv,Donald Trump,44,REP,Online Panel,0,0.502790099849883,DEM
Pennsylvania,Redfield & Wilton Strategies,2024-07-08,7/10/24,719,lv,Joe Biden,40,DEM,Online Panel,1,0.5359132903015918,DEM
Pennsylvania,Redfield & Wilton Strategies,2024-07-08,7/10/24,719,lv,Donald Trump,45,REP,Online Panel,0,0.4942276199534642,REP
Wisconsin,North Star Opinion Research,2024-07-06,7/10/24,600,lv,Joe Biden,44,DEM,Live Phone,1,0.5026617620565069,DEM
Wisconsin,North Star Opinion Research,2024-07-06,7/10/24,600,lv,Donald Trump,46,REP,Live Phone,0,0.4859663227664775,REP
Wisconsin,North Star Opinion Research,2024-07-06,7/10/24,600,lv,Joe Biden,36,DEM,Live Phone,1,0.5690150148813111,DEM
Wisconsin,North Star Opinion Research,2024-07-06,7/10/24,600,lv,Donald Trump,38,REP,Live Phone,0,0.5525642995227565,DEM
Wisconsin,North Star Opinion Research,2024-07-06,7/10/24,600,lv,Kamala Harris,47,DEM,Live Phone,1,0.47762800795027344,REP
Wisconsin,North Star Opinion Research,2024-07-06,7/10/24,600,lv,Donald Trump,48,REP,Live Phone,0,0.46930214322780345,REP
Iowa,Cygnal,2024-07-08,7/9/24,600,lv,Joe Biden,39.4,DEM,Online Panel/Text-to-Web,1,0.5409777187714762,DEM
Iowa,Cygnal,2024-07-08,7/9/24,600,lv,Donald Trump,51.4,REP,Online Panel/Text-to-Web,0,0.44114897849154106,REP
Arizona,Echelon Insights,2024-07-01,7/8/24,601,lv,Joe Biden,44,DEM,Online Panel,1,0.5026610490677706,DEM
Arizona,Echelon Insights,2024-07-01,7/8/24,601,lv,Donald Trump,48,REP,Online Panel,0,0.46930143290656795,REP
Arizona,Echelon Insights,2024-07-01,7/8/24,601,lv,Joe Biden,39,DEM,Online Panel,1,0.5442925446552009,DEM
Arizona,Echelon Insights,2024-07-01,7/8/24,601,lv,Donald Trump,41,REP,Online Panel,0,0.5276814672986928,DEM
Georgia,Echelon Insights,2024-07-01,7/8/24,608,lv,Joe Biden,45,DEM,Online Panel,1,0.49430675354104703,REP
Georgia,Echelon Insights,2024-07-01,7/8/24,608,lv,Donald Trump,49,REP,Online Panel,0,0.4609876623759531,REP
Georgia,Echelon Insights,2024-07-01,7/8/24,608,lv,Joe Biden,39,DEM,Online Panel,1,0.544287592754715,DEM
Georgia,Echelon Insights,2024-07-01,7/8/24,608,lv,Donald Trump,45,REP,Online Panel,0,0.49430675354104703,REP
Michigan,Echelon Insights,2024-07-01,7/8/24,607,lv,Joe Biden,45,DEM,Online Panel,1,0.4943074664575529,REP
Michigan,Echelon Insights,2024-07-01,7/8/24,607,lv,Donald Trump,48,REP,Online Panel,0,0.46929717098176743,REP
Michigan,Echelon Insights,2024-07-01,7/8/24,607,lv,Joe Biden,40,DEM,Online Panel,1,0.5359927344036838,DEM
Michigan,Echelon Insights,2024-07-01,7/8/24,607,lv,Donald Trump,43,REP,Online Panel,0,0.511004594386749,DEM
North Carolina,Echelon Insights,2024-07-01,7/8/24,610,lv,Joe Biden,45,DEM,Online Panel,1,0.4943053277081047,REP
North Carolina,Echelon Insights,2024-07-01,7/8/24,610,lv,Donald Trump,47,REP,Online Panel,0,0.47762089214005,REP
North Carolina,Echelon Insights,2024-07-01,7/8/24,610,lv,Joe Biden,41,DEM,Online Panel,1,0.5276750698824114,DEM
North Carolina,Echelon Insights,2024-07-01,7/8/24,610,lv,Donald Trump,43,REP,Online Panel,0,0.5110024563958891,DEM
Pennsylvania,Echelon Insights,2024-07-01,7/8/24,612,lv,Joe Biden,48,DEM,Online Panel,1,0.46929361938118785,REP
Pennsylvania,Echelon Insights,2024-07-01,7/8/24,612,lv,Donald Trump,47,REP,Online Panel,0,0.47761946897909513,REP
Pennsylvania,Echelon Insights,2024-07-01,7/8/24,612,lv,Joe Biden,44,DEM,Online Panel,1,0.5026532061909574,DEM
Pennsylvania,Echelon Insights,2024-07-01,7/8/24,612,lv,Donald Trump,42,REP,Online Panel,0,0.5193427245236807,DEM
Wisconsin,Echelon Insights,2024-07-01,7/8/24,617,lv,Joe Biden,45,DEM,Online Panel,1,0.4943003372935361,REP
Wisconsin,Echelon Insights,2024-07-01,7/8/24,617,lv,Donald Trump,47,REP,Online Panel,0,0.477615911078298,REP
Wisconsin,Echelon Insights,2024-07-01,7/8/24,617,lv,Joe Biden,42,DEM,Online Panel,1,0.5193391648133288,DEM
Wisconsin,Echelon Insights,2024-07-01,7/8/24,617,lv,Donald Trump,43,REP,Online Panel,0,0.5109974677489842,DEM
Nevada,Echelon Insights,2024-07-01,7/8/24,402,lv,Joe Biden,41,DEM,Online Panel,1,0.5278229189543053,DEM
Nevada,Echelon Insights,2024-07-01,7/8/24,402,lv,Donald Trump,50,REP,Online Panel,0,0.4528460551955344,REP
Nevada,Echelon Insights,2024-07-01,7/8/24,402,lv,Joe Biden,35,DEM,Online Panel,1,0.5773237241459874,DEM
Nevada,Echelon Insights,2024-07-01,7/8/24,402,lv,Donald Trump,45,REP,Online Panel,0,0.49445361482588807,REP
Arizona,Morning Consult,2024-07-01,7/5/24,781,rv,Joe Biden,38,DEM,Online Panel,1,0.5524366677591734,DEM
Arizona,Morning Consult,2024-07-01,7/5/24,781,rv,Donald Trump,45,REP,Online Panel,0,0.49418341933648463,REP
Arizona,Morning Consult,2024-07-01,7/5/24,781,rv,Joe Biden,45,DEM,Online Panel,1,0.49418341933648463,REP
Arizona,Morning Consult,2024-07-01,7/5/24,781,rv,Donald Trump,48,REP,Online Panel,0,0.46917357711314756,REP
Michigan,Morning Consult,2024-07-01,7/5/24,694,rv,Joe Biden,45,DEM,Online Panel,1,0.4942454428084577,REP
Michigan,Morning Consult,2024-07-01,7/5/24,694,rv,Donald Trump,39,REP,Online Panel,0,0.5442267544058208,DEM
Michigan,Morning Consult,2024-07-01,7/5/24,694,rv,Joe Biden,48,DEM,Online Panel,1,0.4692353735757282,REP
Michigan,Morning Consult,2024-07-01,7/5/24,694,rv,Donald Trump,43,REP,Online Panel,0,0.5109425924886702,DEM
Wisconsin,Morning Consult,2024-07-01,7/5/24,695,rv,Joe Biden,41,DEM,Online Panel,1,0.5276146493917598,DEM
Wisconsin,Morning Consult,2024-07-01,7/5/24,695,rv,Donald Trump,39,REP,Online Panel,0,0.5442260469753926,DEM
Wisconsin,Morning Consult,2024-07-01,7/5/24,695,rv,Joe Biden,47,DEM,Online Panel,1,0.4775604081201856,REP
Wisconsin,Morning Consult,2024-07-01,7/5/24,695,rv,Donald Trump,44,REP,Online Panel,0,0.5025940280786364,DEM
Georgia,Morning Consult,2024-07-01,7/4/24,790,rv,Joe Biden,42,DEM,Online Panel,1,0.5192159976284211,DEM
Georgia,Morning Consult,2024-07-01,7/4/24,790,rv,Donald Trump,44,REP,Online Panel,0,0.5025262940055542,DEM
Georgia,Morning Consult,2024-07-01,7/4/24,790,rv,Joe Biden,46,DEM,Online Panel,1,0.48583095882246435,REP
Georgia,Morning Consult,2024-07-01,7/4/24,790,rv,Donald Trump,47,REP,Online Panel,0,0.4774928091120877,REP
North Carolina,Morning Consult,2024-07-01,7/4/24,696,rv,Joe Biden,40,DEM,Online Panel,1,0.5359296048642677,DEM
North Carolina,Morning Consult,2024-07-01,7/4/24,696,rv,Donald Trump,42,REP,Online Panel,0,0.519282921129422,DEM
North Carolina,Morning Consult,2024-07-01,7/4/24,696,rv,Joe Biden,43,DEM,Online Panel,1,0.5109411671537137,DEM
North Carolina,Morning Consult,2024-07-01,7/4/24,696,rv,Donald Trump,46,REP,Online Panel,0,0.48589792809409416,REP
Nevada,Morning Consult,2024-07-01,7/4/24,452,rv,Joe Biden,39,DEM,Online Panel,1,0.5443979473154099,DEM
Nevada,Morning Consult,2024-07-01,7/4/24,452,rv,Donald Trump,45,REP,Online Panel,0,0.4944179687940377,REP
Nevada,Morning Consult,2024-07-01,7/4/24,452,rv,Joe Biden,45,DEM,Online Panel,1,0.4944179687940377,REP
Nevada,Morning Consult,2024-07-01,7/4/24,452,rv,Donald Trump,48,REP,Online Panel,0,0.469407272140512,REP
Pennsylvania,Morning Consult,2024-07-01,7/4/24,794,rv,Joe Biden,41,DEM,Online Panel,1,0.5275442762712031,DEM
Pennsylvania,Morning Consult,2024-07-01,7/4/24,794,rv,Donald Trump,44,REP,Online Panel,0,0.5025234420425305,DEM
Pennsylvania,Morning Consult,2024-07-01,7/4/24,794,rv,Joe Biden,44,DEM,Online Panel,1,0.5025234420425305,DEM
Pennsylvania,Morning Consult,2024-07-01,7/4/24,794,rv,Donald Trump,51,REP,Online Panel,0,0.4443084700473196,REP
Virginia,Virginia Commonwealth U.,2024-06-24,7/3/24,809,a,Joe Biden,36,DEM,Live Phone,1,0.5688688291544433,DEM
Virginia,Virginia Commonwealth U.,2024-06-24,7/3/24,809,a,Donald Trump,39,REP,Live Phone,0,0.5441453987374429,DEM
Virginia,Virginia Commonwealth U.,2024-06-24,7/3/24,755,rv,Joe Biden,37.1,DEM,Live Phone,1,0.5598746560802893,DEM
Virginia,Virginia Commonwealth U.,2024-06-24,7/3/24,755,rv,Donald Trump,38.6,REP,Live Phone,0,0.5474953470895269,DEM
Wisconsin,SoCal Research,2024-06-30,7/2/24,490,rv,Joe Biden,43,DEM,Online Ad,1,0.5110879757154745,DEM
Wisconsin,SoCal Research,2024-06-30,7/2/24,490,rv,Donald Trump,44,REP,Online Ad,0,0.5027401907507707,DEM
Wisconsin,Fabrizio/Impact,2024-06-28,7/2/24,600,lv,Joe Biden,38,DEM,Live Phone/Text-to-Web,1,0.5525642995227565,DEM
Wisconsin,Fabrizio/Impact,2024-06-28,7/2/24,600,lv,Donald Trump,44,REP,Live Phone/Text-to-Web,0,0.5026617620565069,DEM
Wisconsin,Fabrizio/Impact,2024-06-28,7/2/24,600,lv,Joe Biden,45,DEM,Live Phone/Text-to-Web,1,0.4943124568737422,REP
Wisconsin,Fabrizio/Impact,2024-06-28,7/2/24,600,lv,Donald Trump,50,REP,Live Phone/Text-to-Web,0,0.4527061387695114,REP
California,PPIC,2024-06-24,7/2/24,1261,lv,Joe Biden,55,DEM,Probability Panel,1,0.4112938171965086,REP
California,PPIC,2024-06-24,7/2/24,1261,lv,Donald Trump,30,REP,Probability Panel,0,0.6168828196151125,DEM
Texas,University of Houston/Texas Southern University,2024-06-20,7/1/24,1484,lv,Joe Biden,40,DEM,Online Panel,1,0.5353706101749806,DEM
Texas,University of Houston/Texas Southern University,2024-06-20,7/1/24,1484,lv,Donald Trump,49,REP,Online Panel,0,0.4603669298166777,REP
Pennsylvania,1983 Labs,2024-06-28,6/30/24,741,lv,Joe Biden,41,DEM,Online Panel,1,0.5275819509064068,DEM
Pennsylvania,1983 Labs,2024-06-28,6/30/24,741,lv,Donald Trump,46,REP,Online Panel,0,0.485865868273069,REP
Michigan,1983 Labs,2024-06-28,6/30/24,563,lv,Joe Biden,41,DEM,Online Panel,1,0.5277084785116288,DEM
Michigan,1983 Labs,2024-06-28,6/30/24,563,lv,Donald Trump,45,REP,Online Panel,0,0.49433883480668867,REP
Arizona,1983 Labs,2024-06-28,6/30/24,492,lv,Joe Biden,33,DEM,Online Panel,1,0.5934718237910735,DEM
Arizona,1983 Labs,2024-06-28,6/30/24,492,lv,Donald Trump,48,REP,Online Panel,0,0.4693788586527283,REP
New Hampshire,St. Anselm,2024-06-28,6/29/24,1746,rv,Joe Biden,42,DEM,Text-to-Web,1,0.518535332633166,DEM
New Hampshire,St. Anselm,2024-06-28,6/29/24,1746,rv,Donald Trump,44,REP,Text-to-Web,0,0.5018446705897558,DEM
New Jersey,co/efficient,2024-06-26,6/27/24,810,lv,Joe Biden,40,DEM,IVR/Text,1,0.5358487406263236,DEM
New Jersey,co/efficient,2024-06-26,6/27/24,810,lv,Donald Trump,41,REP,IVR/Text,0,0.5275329027347555,DEM
Texas,Manhattan Institute,2024-06-25,6/27/24,600,lv,Joe Biden,36,DEM,Live Phone/Text-to-Web,1,0.5690150148813111,DEM
Texas,Manhattan Institute,2024-06-25,6/27/24,600,lv,Donald Trump,45,REP,Live Phone/Text-to-Web,0,0.4943124568737422,REP
Texas,Manhattan Institute,2024-06-25,6/27/24,600,lv,Joe Biden,41,DEM,Live Phone/Text-to-Web,1,0.5276821781221629,DEM
Texas,Manhattan Institute,2024-06-25,6/27/24,600,lv,Donald Trump,52,REP,Live Phone/Text-to-Web,0,0.4362146212417803,REP
Montana,Torchlight Strategies,2024-06-22,6/26/24,649,rv,Joe Biden,35.2,DEM,IVR/Live Phone/Text-to-Web,1,0.5755208239083933,DEM
Montana,Torchlight Strategies,2024-06-22,6/26/24,649,rv,Donald Trump,51.1,REP,IVR/Live Phone/Text-to-Web,0,0.4435860930277264,REP
Michigan,EPIC/MRA,2024-06-21,6/26/24,600,lv,Joe Biden,45,DEM,Live Phone,1,0.4943124568737422,REP
Michigan,EPIC/MRA,2024-06-21,6/26/24,600,lv,Donald Trump,49,REP,Live Phone,0,0.460993331726968,REP
Michigan,EPIC/MRA,2024-06-21,6/26/24,600,lv,Joe Biden,38,DEM,Live Phone,1,0.5525642995227565,DEM
Michigan,EPIC/MRA,2024-06-21,6/26/24,600,lv,Donald Trump,42,REP,Live Phone,0,0.5193512678205127,DEM
Colorado,Global Strategy Group,2024-06-17,6/24/24,800,rv,Joe Biden,42,DEM,Live Phone/Online Panel,1,0.5192088780664168,DEM
Colorado,Global Strategy Group,2024-06-17,6/24/24,800,rv,Donald Trump,36,REP,Live Phone/Online Panel,0,0.5688751244810677,DEM
Colorado,Global Strategy Group,2024-06-17,6/24/24,800,rv,Joe Biden,50,DEM,Live Phone/Online Panel,1,0.45256481663323617,REP
Colorado,Global Strategy Group,2024-06-17,6/24/24,800,rv,Donald Trump,40,REP,Live Phone/Online Panel,0,0.5358558340560158,DEM
Maryland,PPP,2024-06-19,6/20/24,635,v,Joe Biden,56,DEM,IVR/Text,1,0.40366137951661657,REP
Maryland,PPP,2024-06-19,6/20/24,635,v,Donald Trump,30,REP,IVR/Text,0,0.6173046840043918,DEM
Arizona,North Star Opinion Research,2024-06-17,6/20/24,600,lv,Joe Biden,42,DEM,Live Phone,1,0.5193512678205127,DEM
Arizona,North Star Opinion Research,2024-06-17,6/20/24,600,lv,Donald Trump,48,REP,Live Phone,0,0.46930214322780345,REP
Arizona,North Star Opinion Research,2024-06-17,6/20/24,600,lv,Joe Biden,32,DEM,Live Phone,1,0.6014299445985629,DEM
Arizona,North Star Opinion Research,2024-06-17,6/20/24,600,lv,Donald Trump,42,REP,Live Phone,0,0.5193512678205127,DEM
Wisconsin,Marquette Law School,2024-06-12,6/20/24,871,rv,Joe Biden,50,DEM,Live Phone/Email,1,0.4525146491129977,REP
Wisconsin,Marquette Law School,2024-06-12,6/20/24,871,rv,Donald Trump,50,REP,Live Phone/Email,0,0.4525146491129977,REP
Wisconsin,Marquette Law School,2024-06-12,6/20/24,784,lv,Joe Biden,51,DEM,Live Phone/Email,1,0.44431551169066363,REP
Wisconsin,Marquette Law School,2024-06-12,6/20/24,784,lv,Donald Trump,49,REP,Live Phone/Email,0,0.4608629392096595,REP
Wisconsin,Marquette Law School,2024-06-12,6/20/24,871,rv,Joe Biden,40,DEM,Live Phone/Email,1,0.5358054703912009,DEM
Wisconsin,Marquette Law School,2024-06-12,6/20/24,871,rv,Donald Trump,43,REP,Live Phone/Email,0,0.5108164496587598,DEM
Wisconsin,Marquette Law School,2024-06-12,6/20/24,784,lv,Joe Biden,42,DEM,Live Phone/Email,1,0.5192202693618782,DEM
Wisconsin,Marquette Law School,2024-06-12,6/20/24,784,lv,Donald Trump,44,REP,Live Phone/Email,0,0.5025305719497813,DEM
Georgia,U. Georgia SPIA,2024-06-11,6/20/24,1000,lv,Joe Biden,37.6,DEM,Live Phone,1,0.5555831899454471,DEM
Georgia,U. Georgia SPIA,2024-06-11,6/20/24,1000,lv,Donald Trump,42.7,REP,Live Phone,0,0.5132279445407206,DEM
Texas,University of Texas at Tyler,2024-06-11,6/20/24,1144,rv,Joe Biden,40,DEM,Live Phone/Online Panel,1,0.5356118117594342,DEM
Texas,University of Texas at Tyler,2024-06-11,6/20/24,1144,rv,Donald Trump,46,REP,Live Phone/Online Panel,0,0.48557875998098893,REP
Texas,University of Texas at Tyler,2024-06-11,6/20/24,931,lv,Joe Biden,43,DEM,Live Phone/Online Panel,1,0.5107736890640013,DEM
Texas,University of Texas at Tyler,2024-06-11,6/20/24,931,lv,Donald Trump,48,REP,Live Phone/Online Panel,0,0.46906703370910385,REP
Texas,University of Texas at Tyler,2024-06-11,6/20/24,1144,rv,Joe Biden,38,DEM,Live Phone/Online Panel,1,0.5521806782756359,DEM
Texas,University of Texas at Tyler,2024-06-11,6/20/24,1144,rv,Donald Trump,46,REP,Live Phone/Online Panel,0,0.48557875998098893,REP
Texas,University of Texas at Tyler,2024-06-11,6/20/24,931,lv,Joe Biden,41,DEM,Live Phone/Online Panel,1,0.527446889440888,DEM
Texas,University of Texas at Tyler,2024-06-11,6/20/24,931,lv,Donald Trump,47,REP,Live Phone/Online Panel,0,0.47739247947335645,REP
Arizona,P2 Insights,2024-06-11,6/20/24,650,lv,Joe Biden,36,DEM,Live Phone/Text-to-Web,1,0.5689800433129372,DEM
Arizona,P2 Insights,2024-06-11,6/20/24,650,lv,Donald Trump,47,REP,Live Phone/Text-to-Web,0,0.47759242899001936,REP
Georgia,P2 Insights,2024-06-11,6/20/24,650,lv,Joe Biden,35,DEM,Live Phone/Text-to-Web,1,0.5771511174428802,DEM
Georgia,P2 Insights,2024-06-11,6/20/24,650,lv,Donald Trump,45,REP,Live Phone/Text-to-Web,0,0.4942768110687411,REP
Michigan,P2 Insights,2024-06-11,6/20/24,650,lv,Joe Biden,40,DEM,Live Phone/Text-to-Web,1,0.5359622337588775,DEM
Michigan,P2 Insights,2024-06-11,6/20/24,650,lv,Donald Trump,43,REP,Live Phone/Text-to-Web,0,0.5109739498126575,DEM
Nevada,P2 Insights,2024-06-11,6/20/24,650,lv,Joe Biden,37,DEM,Live Phone/Text-to-Web,1,0.5607712364525084,DEM
Nevada,P2 Insights,2024-06-11,6/20/24,650,lv,Donald Trump,40,REP,Live Phone/Text-to-Web,0,0.5359622337588775,DEM
Wisconsin,P2 Insights,2024-06-11,6/20/24,650,lv,Joe Biden,42,DEM,Live Phone/Text-to-Web,1,0.5193156706757807,DEM
Wisconsin,P2 Insights,2024-06-11,6/20/24,650,lv,Donald Trump,45,REP,Live Phone/Text-to-Web,0,0.4942768110687411,REP
Missouri,Emerson,2024-06-17,6/19/24,1000,rv,Joe Biden,43.3,DEM,IVR/Online Panel,1,0.5082205457681965,DEM
Missouri,Emerson,2024-06-17,6/19/24,1000,rv,Donald Trump,56.7,REP,IVR/Online Panel,0,0.39779715907830687,REP
Missouri,Emerson,2024-06-17,6/19/24,1000,rv,Joe Biden,34.6,DEM,IVR/Online Panel,1,0.580164905069787,DEM
Missouri,Emerson,2024-06-17,6/19/24,1000,rv,Donald Trump,50.4,REP,IVR/Online Panel,0,0.4491160623794039,REP
Arizona,Emerson,2024-06-13,6/18/24,1000,rv,Joe Biden,48,DEM,IVR/Online Panel/Text-to-Web,1,0.46901802468955067,REP
Arizona,Emerson,2024-06-13,6/18/24,1000,rv,Donald Trump,52,REP,IVR/Online Panel/Text-to-Web,0,0.4359340795994704,REP
Arizona,Emerson,2024-06-13,6/18/24,1000,rv,Joe Biden,39.3,DEM,IVR/Online Panel/Text-to-Web,1,0.5415237308113079,DEM
Arizona,Emerson,2024-06-13,6/18/24,1000,rv,Donald Trump,42.7,REP,IVR/Online Panel/Text-to-Web,0,0.5132279445407206,DEM
Nevada,Emerson,2024-06-13,6/18/24,1000,rv,Joe Biden,50.3,DEM,IVR/Online Panel/Text-to-Web,1,0.4499425122213215,REP
Nevada,Emerson,2024-06-13,6/18/24,1000,rv,Donald Trump,49.7,REP,IVR/Online Panel/Text-to-Web,0,0.45490685851317103,REP
Nevada,Emerson,2024-06-13,6/18/24,1000,rv,Joe Biden,39.1,DEM,IVR/Online Panel/Text-to-Web,1,0.5431816627209054,DEM
Nevada,Emerson,2024-06-13,6/18/24,1000,rv,Donald Trump,42.1,REP,IVR/Online Panel/Text-to-Web,0,0.5182326894377054,DEM
Michigan,Emerson,2024-06-13,6/18/24,1000,rv,Joe Biden,49.3,DEM,IVR/Online Panel/Text-to-Web,1,0.4582214715183749,REP
Michigan,Emerson,2024-06-13,6/18/24,1000,rv,Donald Trump,50.7,REP,IVR/Online Panel/Text-to-Web,0,0.4466384158078387,REP
Michigan,Emerson,2024-06-13,6/18/24,1000,rv,Joe Biden,41.9,DEM,IVR/Online Panel/Text-to-Web,1,0.5199001747628716,DEM
Michigan,Emerson,2024-06-13,6/18/24,1000,rv,Donald Trump,44,REP,IVR/Online Panel/Text-to-Web,0,0.5023765657290551,DEM
Minnesota,Emerson,2024-06-13,6/18/24,1000,rv,Joe Biden,51,DEM,IVR/Online Panel/Text-to-Web,1,0.4441634171751063,REP
Minnesota,Emerson,2024-06-13,6/18/24,1000,rv,Donald Trump,49,REP,IVR/Online Panel/Text-to-Web,0,0.4607098765682463,REP
Minnesota,Emerson,2024-06-13,6/18/24,1000,rv,Joe Biden,40.9,DEM,IVR/Online Panel/Text-to-Web,1,0.5282302134185197,DEM
Minnesota,Emerson,2024-06-13,6/18/24,1000,rv,Donald Trump,41.6,REP,IVR/Online Panel/Text-to-Web,0,0.5224005601026169,DEM
Pennsylvania,Emerson,2024-06-13,6/18/24,1000,rv,Joe Biden,48.9,DEM,IVR/Online Panel/Text-to-Web,1,0.46153978652303657,REP
Pennsylvania,Emerson,2024-06-13,6/18/24,1000,rv,Donald Trump,51.1,REP,IVR/Online Panel/Text-to-Web,0,0.44333902678095705,REP
Pennsylvania,Emerson,2024-06-13,6/18/24,1000,rv,Joe Biden,42.2,DEM,IVR/Online Panel/Text-to-Web,1,0.5173987921308656,DEM
Pennsylvania,Emerson,2024-06-13,6/18/24,1000,rv,Donald Trump,44.8,REP,IVR/Online Panel/Text-to-Web,0,0.4956970293360817,REP
Wisconsin,Emerson,2024-06-13,6/18/24,1000,rv,Joe Biden,48.7,DEM,IVR/Online Panel/Text-to-Web,1,0.4632002415793427,REP
Wisconsin,Emerson,2024-06-13,6/18/24,1000,rv,Donald Trump,51.3,REP,IVR/Online Panel/Text-to-Web,0,0.4416911862672041,REP
Wisconsin,Emerson,2024-06-13,6/18/24,1000,rv,Joe Biden,42,DEM,IVR/Online Panel/Text-to-Web,1,0.5190664851919916,DEM
Wisconsin,Emerson,2024-06-13,6/18/24,1000,rv,Donald Trump,43.8,REP,IVR/Online Panel/Text-to-Web,0,0.5040464104160747,DEM
Georgia,Emerson,2024-06-13,6/18/24,1000,rv,Joe Biden,47.7,DEM,IVR/Online Panel/Text-to-Web,1,0.47151403378838014,REP
Georgia,Emerson,2024-06-13,6/18/24,1000,rv,Donald Trump,52.3,REP,IVR/Online Panel/Text-to-Web,0,0.43347193239283144,REP
Georgia,Emerson,2024-06-13,6/18/24,1000,rv,Joe Biden,37.4,DEM,IVR/Online Panel/Text-to-Web,1,0.5572318500861622,DEM
Georgia,Emerson,2024-06-13,6/18/24,1000,rv,Donald Trump,44.9,REP,IVR/Online Panel/Text-to-Web,0,0.49486214638365894,REP
Nevada,Fabrizio/Impact,2024-06-12,6/18/24,600,lv,Joe Biden,45,DEM,Live Phone/Text-to-Web,1,0.4943124568737422,REP
Nevada,Fabrizio/Impact,2024-06-12,6/18/24,600,lv,Donald Trump,48,REP,Live Phone/Text-to-Web,0,0.46930214322780345,REP
Nevada,Fabrizio/Impact,2024-06-12,6/18/24,600,lv,Joe Biden,37,DEM,Live Phone/Text-to-Web,1,0.5608063599461225,DEM
Nevada,Fabrizio/Impact,2024-06-12,6/18/24,600,lv,Donald Trump,44,REP,Live Phone/Text-to-Web,0,0.5026617620565069,DEM
New York,Siena,2024-06-12,6/17/24,805,rv,Joe Biden,47,DEM,Live Phone/Online Panel/Text-to-Web,1,0.47748213565979575,REP
New York,Siena,2024-06-12,6/17/24,805,rv,Donald Trump,39,REP,Live Phone/Online Panel/Text-to-Web,0,0.5441482285393936,DEM
Minnesota,SurveyUSA,2024-06-12,6/16/24,626,lv,Joe Biden,47,DEM,Online Panel,1,0.47760950686258713,REP
Minnesota,SurveyUSA,2024-06-12,6/16/24,626,lv,Donald Trump,41,REP,Online Panel,0,0.5276636966754703,DEM
New Mexico,PPP,2024-06-13,6/14/24,555,v,Joe Biden,48,DEM,IVR/Text,1,0.4693341078120878,REP
New Mexico,PPP,2024-06-13,6/14/24,555,v,Donald Trump,41,REP,IVR/Text,0,0.5277141650621069,DEM
Iowa,Selzer,2024-06-09,6/14/24,632,lv,Joe Biden,32,DEM,Live Phone,1,0.6014080670489305,DEM
Iowa,Selzer,2024-06-09,6/14/24,632,lv,Donald Trump,50,REP,Live Phone,0,0.4526835267147239,REP
Rhode Island,Embold Research,2024-06-05,6/14/24,1450,lv,Joe Biden,40,DEM,Text-to-Web/Online Ad,1,0.5353947310798535,DEM
Rhode Island,Embold Research,2024-06-05,6/14/24,1450,lv,Donald Trump,33,REP,Text-to-Web/Online Ad,0,0.5928124648673037,DEM
Montana,Public Opinion Strategies,2024-06-11,6/13/24,500,lv,Joe Biden,37,DEM,Live Phone,1,0.56087660510567,DEM
Montana,Public Opinion Strategies,2024-06-11,6/13/24,500,lv,Donald Trump,57,REP,Live Phone,0,0.3957403723767375,REP
